;;;;;;;;;En caso de modificacion, rellenar esta columna;;;;;;;;;;;;;;;;
;;EXJC 201318;;Proximas fechas de expedicion;;;;;;;;;;;;;;;;;;;;;
;;;;;Informacion  Pendiente;;;;;Salida  fabrica aproximada;;;;;;;;;;;;;;;
Numero de Ascensor Orona;Tipo/Carga/   Paradas;Cliente;Poblacion de Obra;Direccion de obra;Conf, de plano;Conf. De plano necesaria antes de;Acabados de cabina;Acabados de cabina necesarios antes de;Material comercial (Puertas fermator y Selcom, maquina Sassi...);Semana ;Dia;Salida de      fabrica    requerida  (d/m/yyyy);;;;;;;;;;;;;
EXBO18311JC;O3G_1010/8/5;IVIRGARZAMA;Cochabamba;Cochabamba;N194924 - Confirmado;-;Confirmado;-;-;201319;06/05/2013;En fabricacion;;;;;;;;;;;;;
EXBO18598JC;O3G_1062/8/6;SANTA SOFIA;Cochabamba;Cochabamba torre a;N195209A - Confirmado;-;Confirmado;-;-;201319;06/05/2013;En fabricacion;;;;;;;;;;;;;
EXBO18599JC;O3G_1062/8/6;SANTA SOFIA;Cochabamba;Cochabamba torre b;N195210A - Confirmado;-;Confirmado;-;-;201319;06/05/2013;En fabricacion;;;;;;;;;;;;;
EXBO18600JC;O3G_1062/8/6;SANTA SOFIA;Cochabamba;Cochabamba torre c;N195211A - Confirmado;-;Confirmado;-;-;201319;06/05/2013;En fabricacion;;;;;;;;;;;;;
EXBO15468JC;O3G_1062/8/7;QUANTUM;Cochabamba;Cochabamba;N191490B - Confirmado;-;Confirmado;-;-;201319;07/05/2013;En fabricacion;;;;;;;;;;;;;
EXBO16813JC;O3G_1062/08/14;TORRE AMERICA NORTE;Cochabamba;(bloque central 1);N194821 - Confirmado;-;Confirmado;-;-;201319;07/05/2013;En fabricacion;;;;;;;;;;;;;
EXBO16814JC;O3G_1062/08/11;TORRE AMERICA NORTE;Cochabamba;(bloque norte 2);N194822 - Confirmado;-;Confirmado;-;-;201319;07/05/2013;En fabricacion;;;;;;;;;;;;;
EXBO16794JC;O3G_1010/6/7;BANCO UNION;La paz;La paz;N193226 - Confirmado;-;Confirmado;-;-;201319;08/05/2013;En fabricacion;;;;;;;;;;;;;
EXBO17744JC;O3G_1062/6/8;CORAZON DE JESUS;La paz;La paz;N194439A - Confirmado;-;Confirmado;-;-;201319;08/05/2013;En fabricacion;;;;;;;;;;;;;
EXBO17771JC;O3G_1062/8/7;VIRGEN DE LOURDES;La paz;La paz;N194515A - Confirmado;-;Confirmado;-;-;201319;08/05/2013;En fabricacion;;;;;;;;;;;;;
EXBO18597JC;O3G_1062/6/5;TAKAGAKI;Santa cruz;*;N195208A - Confirmado;-;Confirmado;-;-;201319;08/05/2013;En fabricacion;;;;;;;;;;;;;
EXBO13420JC;O3G_1062/10/12;MACORORO VII;Santa cruz;Santa cruz;N189088C - Confirmado;-;Confirmado;-;-;201319;09/05/2013;En fabricacion;;;;;;;;;;;;;
EXBO13421JC;O3G_1062/10/12;MACORORO VII;Santa cruz;Santa cruz;N189088C - Confirmado;-;Confirmado;-;-;201319;09/05/2013;En fabricacion;;;;;;;;;;;;;
EXBO15467JC;O3G_1010/8/4;SANTORINI;Santa cruz;Santa cruz;N191489 - Confirmado;-;Confirmado;-;-;201319;09/05/2013;En fabricacion;;;;;;;;;;;;;
EXBO18485JC;O3G_1062/8/6;IBIZA;Santa cruz;Santa cruz;N195345A - Confirmado;-;Confirmado;-;-;201319;10/05/2013;En fabricacion;;;;;;;;;;;;;
EXBO18596JC;O3G_1062/6/7;CLINICA ECODENT;Santa cruz;Santa cruz;N195207A - Confirmado;-;Confirmado;-;-;201319;10/05/2013;En fabricacion;;;;;;;;;;;;;
EXBO18795JC;O3G_1062/6/7;SANJINEZ;Santa cruz;Santa cruz;N195461 - Confirmado;-;Confirmado;-;-;201319;10/05/2013;En fabricacion;;;;;;;;;;;;;
EXBO18675JC;O3G_1010/08/12;ANTHEA;Santa cruz;Santa cruz;N195314 - Confirmado;-;Confirmado;-;-;201321;20/05/2013;En fabricacion;;;;;;;;;;;;;
EXBO18676JC;O3G_1010/08/12;ANTHEA;Santa cruz;Santa cruz;N195315A - Confirmado;-;Confirmado;-;-;201321;20/05/2013;En fabricacion;;;;;;;;;;;;;
EXBO18993JC;O3G_1062/8/5;VISTA SANTOS DUMONT;Santa cruz;Santa cruz;N195704A - Confirmado;-;Confirmado;-;-;201321;20/05/2013;En fabricacion;;;;;;;;;;;;;
EXBO19029JC;O3G_1010/6/5;ONCOS;Santa cruz;Santa cruz;N195765 - Confirmado;-;Confirmado;-;-;201321;20/05/2013;En fabricacion;;;;;;;;;;;;;
EXBO19097JC;O3G_1010/08/15;LOS TUSEQUIS (ASC. A);Cochabamba;Cochabamba (asc. b);N195844B - Confirmado;-;Confirmado;-;-;201321;23/05/2013;"No modificable por el cliente
Posible variacion";;;;;;;;;;;;;
EXBO19098JC;O3G_1010/08/15;LOS TUSEQUIS;Cochabamba;Cochabamba;N195844B - Confirmado;-;Confirmado;-;-;201321;23/05/2013;"No modificable por el cliente
Posible variacion";;;;;;;;;;;;;
EXBO19099JC;O3G_1010/08/15;LOS TUSEQUIS;Cochabamba;Cochabamba;N195846B - Confirmado;-;Confirmado;-;-;201321;23/05/2013;"No modificable por el cliente
Posible variacion";;;;;;;;;;;;;
EXBO16833JC;O3G_1062/6/9;OXFORD;Cochabamba;Fase ii;N193349 - Confirmado;-;Confirmado;-;-;201321;24/05/2013;"No modificable por el cliente
Posible variacion";;;;;;;;;;;;;
EXBO16834JC;O3G_1062/6/9;OXFORD;Cochabamba;Fase ii;N193349 - Confirmado;-;Confirmado;-;-;201321;24/05/2013;"No modificable por el cliente
Posible variacion";;;;;;;;;;;;;
EXBO19104JC;O3G_1062/6/6;PLATINIUM EQUIPETROL;Santa cruz;Santa cruz;N195851 - Confirmado;-;Confirmado;-;-;201322;29/05/2013;"No modificable por el cliente
Posible variacion";;;;;;;;;;;;;
EXBO19105JC;O3G_1062/6/6;PLATINIUM EQUIPETROL;Santa cruz;Santa cruz;N195851 - Confirmado;-;Confirmado;-;-;201322;29/05/2013;"No modificable por el cliente
Posible variacion";;;;;;;;;;;;;
EXBO19305JC;O3G_1062/8/9;SANTORINI;Cochabamba;Cochabamba;N196075A - Confirmado;-;Confirmado;-;-;201322;29/05/2013;"No modificable por el cliente
Posible variacion";;;;;;;;;;;;;
EXBO19306JC;O3G_1062/8/9;SANTORINI;Cochabamba;Cochabamba;N196075A - Confirmado;-;Confirmado;-;-;201322;29/05/2013;"No modificable por el cliente
Posible variacion";;;;;;;;;;;;;
EXBO18804JC;O3G_1062/6/6;JEWEL;La paz;La paz;N195460 - Confirmado;-;Confirmado;-;-;201322;30/05/2013;"No modificable por el cliente
Posible variacion";;;;;;;;;;;;;
EXBO19106JC;O3G_1010/6/9;IMPEXPAP;La paz;La paz;N195854A - Confirmado;-;Confirmado;-;-;201322;30/05/2013;"No modificable por el cliente
Posible variacion";;;;;;;;;;;;;
EXBO19583JC;O3G_1010/6/5;MELAZZINI;La paz;La paz;N196332 - Confirmado;-;Confirmado;-;-;201322;30/05/2013;"No modificable por el cliente
Posible variacion";;;;;;;;;;;;;
EXBO19584JC;O3G_1010/4/7;HOSTAL ALARCON;La paz;La paz;N196336A - Confirmado;-;Confirmado;-;-;201322;30/05/2013;"No modificable por el cliente
Posible variacion";;;;;;;;;;;;;
EXBO18740JC;O3G_1010/6/7;MONACO;La paz;La paz;N195354A - Confirmado;-;Confirmado;-;-;201325;17/06/2013;;;;;;;;;;;;;;
EXBO18801JC;O3G_1010/6/6;VIRGEN DE LA ASUNCION;La paz;La paz;N195458A - Confirmado;-;Confirmado;-;-;201325;17/06/2013;;;;;;;;;;;;;;
EXBO19028JC;O3G_1062/6/7;UATF-CARRERA TRABAJO SOCIAL;Sucre;Sucre;N195764 - Confirmado;-;Confirmado;-;-;201325;17/06/2013;;;;;;;;;;;;;;
EXBO19107JC;O3G_1010/6/9;IMPEXPAP;La paz;La paz;N195854A - Confirmado;-;Confirmado;-;-;201325;17/06/2013;;;;;;;;;;;;;;
EXBO20047JC;O3G_1060/4/6;ALTAMIRA;Santa cruz;Santa cruz;N196997 - No confirmado;07/05/2013;Confirmado;-;-;201325;20/06/2013;;;;;;;;;;;;;;
EXBO20048JC;O3G_1062/10/06;ALTAMIRA;Santa cruz;Santa cruz;N196998 - No confirmado;07/05/2013;Confirmado;-;-;201325;20/06/2013;;;;;;;;;;;;;;
EXBO20104JC;O3G_1062/8/9;OASIS;Santa cruz;Santa cruz;N197066 - No confirmado;07/05/2013;Confirmado;-;-;201325;20/06/2013;;;;;;;;;;;;;;
EXBO20105JC;O3G_1062/8/9;OASIS;Santa cruz;Santa cruz;N197067 - No confirmado;07/05/2013;Confirmado;-;-;201325;20/06/2013;;;;;;;;;;;;;;
EXBO20107JC;O3G_1062/6/5;JORES;Santa cruz;Santa cruz;Sin plano;No Definida;Confirmado;-;-;201325;20/06/2013;;;;;;;;;;;;;;
EXBO20124JC;O3G_1010/8/7;ZANDAIR;Santa cruz;Santa cruz;Sin plano;No Definida;Confirmado;-;-;201325;20/06/2013;;;;;;;;;;;;;;
EXBO17591JC;O3G_1062/08/14;LAS ACACIAS;Cochabamba;Cochabamba;N194247A - Confirmado;-;Confirmado;-;-;201325;21/06/2013;;;;;;;;;;;;;;
EXBO18390JC;O3G_1062/8/9;EMINENCE II;Cochabamba;Cochabamba;N195022A - Confirmado;-;Confirmado;-;-;201325;21/06/2013;;;;;;;;;;;;;;
EXBO18674JC;O3G_1010/6/8;INDIGO;Cochabamba;Cochabamba;N195313 - No confirmado;10/05/2013;Confirmado;-;-;201326;27/06/2013;;;;;;;;;;;;;;
EXBO18738JC;O3G_1010/8/8;RUDY RIVERO;La paz;La paz;N195355 - No confirmado;10/05/2013;Confirmado;-;-;201326;27/06/2013;;;;;;;;;;;;;;
EXBO18739JC;O3G_1010/8/8;RUDY RIVERO;La paz;La paz;N195355 - No confirmado;10/05/2013;Confirmado;-;-;201326;27/06/2013;;;;;;;;;;;;;;
EXBO18802JC;O3G_1010/6/5;SILVIA VELAZQUES;La paz;La paz;N195459 - Confirmado;-;Confirmado;-;-;201326;27/06/2013;;;;;;;;;;;;;;
EXBO19457JC;O3G_1010/8/6;TERRA NORTE;Cochabamba;Cochabamba;N196375A - No confirmado;10/05/2013;Confirmado;-;-;201326;27/06/2013;;;;;;;;;;;;;;
EXBO19460JC;O3G_1010/6/6;CALLE;Cochabamba;Cochabamba;N196263 - No confirmado;10/05/2013;Confirmado;-;-;201326;27/06/2013;;;;;;;;;;;;;;
